memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
imagined,3,6,"As soon as my girlfriend, or should I say ex-girlfriend by now, entered the kitchen, something felt off.",0.75,0.25,0.875
imagined,3,7,I looked at her face and got a tinge of fear.,0.5,0.25,0.625
imagined,3,8,She looked so serious when she's normally so bubbly.,0.625,0.25,0.75
imagined,3,9,"From that moment, all time slowed down but yet everything felt like a blur.",0.5,0.5,0.875
imagined,3,10,First she said she needed to talk to me.,0.75,0.25,0.875
imagined,3,11,I panicked and she must have saw it because she tried to calm me.,0.625,0.5,0.875
imagined,3,13,My heart sank.,0.625,0.375,0.625
imagined,3,14,"It came out of nowhere, or I missed all the signs.",0.5,0.125,0.5
imagined,3,15,I begged and pleaded with her not to leave me.,0.375,0.5,0.625
imagined,3,16,"I might have made a fool of myself, I cringe when I think of it.",0.25,0.25,0.375
imagined,3,17,I was crushed and began to cry.,0.375,0.625,0.875
imagined,3,18,She left after eating.,0.375,0.5,0.75
imagined,3,19,I couldn't eat and just went to my bed.,0.25,0.5,0.625
imagined,3,20,I drifted in and out of sleep because when I slept it didn't hurt.,0.375,0.375,0.625
imagined,3,0,I've read the full four book lonesome dove series and I consider it to be among the finest of the great western classics.,0.625,0.75,1.0
imagined,3,1,I've also seen the numerous depictions in film of McMurtry's stories.,0.125,0.25,0.375
imagined,3,2,I first discovered the adventures of Call and McCrae in my freshman year of high school.,0.5,0.125,0.625
imagined,3,3,My new girlfriend at the time (who considered herself a bit of a cowgirl) was obsessed with the series.,0.625,0.25,0.75
imagined,3,4,She wasn't exaggerating to say she'd tried her hand at being a cowboy; she once joined an old fashioned cattle drive that took a herd of livestock from idaho to montana by horse.,0.5,0.25,0.625
imagined,3,5,She was so taken by the series and it's characters that she even had her bicep tattooed with a full half-sleeve of McCrae rearing back on a horse.,0.625,0.25,0.875
imagined,3,6,It was quite good work and I was quite jealous.,0.25,0.25,0.375
imagined,3,7,"I wouldn't mind going back to visit some of the timeless characters in those novels, they really do hold up in their unflinching depiction of the old american west, blemishes and all.",0.25,0.25,0.375
imagined,3,8,Some of the most profound things I took from the stories were the details surrounding the cultures of the various native american tribes the cowboys encounter along the journeys.,0.375,0.5,0.625
imagined,3,9,"It's very interesting to know how the comanches and apaches were so desperately feared, and some other tribes simply were not as their way of life was much different.",0.25,0.25,0.375
imagined,3,11,"One of the most striking moments in the series is when the long time adversary of Call and McCrae, the former chief of the comanches, is on his death-bed and seeks a personal journey to die alone and apart from his tribe.",0.375,0.375,0.625
imagined,3,12,The cowboys have fought him for decades and want nothing but vengeance but they never get it.,0.25,0.125,0.375
imagined,3,14,"It is truly one of my favorite books and having grown up in Texas, I some sense of pride imagining that events as romantic if at time brutal  probably took place.",0.25,0.375,0.5
imagined,3,15,It makes me feel at the very least that Texas is as unique a state as we Texans would like to believe and often proclaim.,0.125,0.375,0.375
imagined,3,1,My graduation ceremony was set back.,0.875,0.25,1.0
imagined,3,2,The cause was my dry cleaner was late on delivering my cloth of the day.,0.625,0.25,0.75
imagined,3,3,This made my feet sweaty.,0.25,0.25,0.375
imagined,3,4,This got resolved and I had the ceremony.,0.25,0.25,0.375
imagined,3,5,I celebrated in a big style with my family and friends.,0.375,0.875,1.0
imagined,3,6,My mom gave me a big hug and had some tears.,0.375,0.5,0.75
imagined,3,7,My dad shook my hand and also had tears.,0.25,0.5,0.625
imagined,3,8,My friends all jumped up and down at the ceremony.,0.25,0.5,0.75
imagined,3,9,We all had a great time.,0.125,0.25,0.25
imagined,3,10,I had some tears that I was finally done with school.,0.125,0.375,0.375
imagined,3,11,We all went out for some pizza to celebrate.,0.125,0.75,0.875
imagined,3,12,I got a meat lovers by myself.,0.125,0.25,0.375
imagined,3,13,I barely finished the pizza.,0.125,0.25,0.375
imagined,2,0,People have always made fun of my eyes and how they look crooked.,0.625,0.125,0.75
imagined,2,1,Growing up other kids would call me 'Crooked Eyes' and tease me endlessly.,0.5,0.375,0.5
imagined,2,2,"Thinking back, I guess I struggled socially because of the way I was treated through school.",0.375,0.125,0.5
imagined,2,3,"Now that I have health insurance, I decided to get my eyes checked and see if there was anything that could be done.",0.25,0.75,0.875
imagined,2,4,The eye doctor I visited told me that I could have surgery to have my eyes realigned.,0.625,0.25,0.875
imagined,2,5,He reassured me that it was a safe procedure and would greatly improve the appearance.,0.25,0.375,0.625
imagined,2,6,"I didn't really need much time to think it over, and I immediately signed up for an appointment scheduled for three months later.",0.125,0.625,0.625
imagined,2,7,I could barely sit still during those three months because I was overcome with joy and anxiousness.,0.125,0.125,0.25
imagined,2,8,"Despite not being able to see on the day following my surgery, I was so thrilled to finally have this procedure done.",0.5,0.25,0.625
imagined,2,9,And once everything finally healed it was absolutely unbelievable!,0.375,0.25,0.5
imagined,2,10,The doctor did a fabulous job!,0.125,0.125,0.25
imagined,2,12,Now I do not have to be so self conscious about the way I look.,0.375,0.125,0.375
imagined,2,13,All those years of being teased are gone!,0.5,0.25,0.5
imagined,2,0,I am not one for bad news.,0.375,0.125,0.5
imagined,2,2,"I was my Uncle's favorite niece, my best friend was the only one I could confide in, and my dog was my partner.",0.25,0.25,0.375
imagined,2,3,"To loose all three like that, I felt that the world was against me.",0.625,0.25,0.75
imagined,2,4,I cried in private and in public.,0.625,0.75,1.0
imagined,2,5,I moaned their deaths feeling suicidal.,0.875,0.5,0.875
imagined,2,6,I arrived to my Uncle's memorial service grief stricken.,0.625,0.5,0.875
imagined,2,7,The next stop was to my best friend's wake.,0.5,0.75,0.875
imagined,2,8,My last view of my pet dog was crushing.,0.5,0.375,0.625
imagined,2,9,No amount of condolences could ever made this right.,0.125,0.25,0.25
imagined,2,10,I was sad for four months and still counting.,0.625,0.625,0.75
imagined,2,11,I am not okay with prepared or unprepared deaths.,0.375,0.125,0.375
imagined,2,12,I lost myself in these losses.,0.625,0.5,0.625
imagined,2,13,I am still so far negative.,0.25,0.375,0.375
imagined,2,14,I do positive things in their memory.,0.375,0.125,0.5
imagined,1,0,"After the birth of my granddaughter, I was happy.",0.75,0.75,0.875
imagined,1,2,"That happiness was short-lived, however, when CPS became involved in the baby's life because of events that had happened in her mother's history.",0.875,0.125,1.0
imagined,1,3,I was shocked to find that she had things in her history that were so terrible that CPS felt the need to investigate and eventually remove the children from her care.,0.375,0.125,0.375
imagined,1,4,This threw the family into chaos.,0.25,0.375,0.375
imagined,1,5,"Three months ago, things really changed.",0.625,0.125,0.75
imagined,1,6,My son had to move in with my husband and I.,0.75,0.25,0.75
imagined,1,7,My infant granddaughter also moved in.,0.625,0.125,0.75
imagined,1,8,"Now that she's here, I find myself raising her on my own.",0.375,0.25,0.5
imagined,1,9,"I love her dearly and want nothing but the best for her, but it is hard.",0.125,0.125,0.25
imagined,1,10,This poor innocent child now has to suffer the consequences of her parents' actions.,0.375,0.125,0.375
imagined,1,11,Why is it that the good among us always find suffering at the hands of those who choose to do badly?,0.375,0.125,0.375
imagined,1,12,"I want to believe people can change, and I want to believe that someday my son and his family can care for her needs, but I am unsure.",0.125,0.125,0.125
imagined,1,13,This has been one of the hardest times in my life.,0.125,0.125,0.25
imagined,2,0,"After trying for a year to have a baby, I finally got pregnant.",1.0,0.25,1.0
imagined,2,1,My husband and I couldn't have been happier.,0.375,0.375,0.5
imagined,2,2,We planned out everything.,0.125,0.375,0.375
imagined,2,3,"We had the name picked out right away for each gender, we knew how we were going to decorate the room, we notified everyone, we were just ready.",0.5,0.375,0.5
imagined,2,5,I couldn't stop crying.,0.5,0.5,0.625
imagined,2,7,I thought it just meant I wasn't meant to have a baby.,0.25,0.125,0.25
imagined,2,8,I stayed in bed for weeks.,0.375,0.375,0.5
imagined,2,9,My husband was almost as broken up as I was.,0.5,0.5,0.625
imagined,2,10,"When everyone found out, we were flooded with support, gifts, small favors, etc.",0.5,0.25,0.5
imagined,2,11,"That helped us, but we still couldn't get over it.",0.125,0.25,0.25
imagined,2,12,My husband and I haven't tried again and I don't know if I ever want to.,0.375,0.25,0.375
imagined,2,13,I'm still not over it.,0.125,0.25,0.25
imagined,2,14,"I don't want to get my hopes up again and then have to have them crushed, and I don't think my husband does either.",0.125,0.25,0.25
imagined,3,0,I loved that trip with my turtle.,0.625,0.25,0.875
imagined,3,2,He did struggle in his cage but that's okay.,0.125,0.375,0.5
imagined,3,3,Once we landed I let him out to run around.,0.125,0.625,0.75
imagined,3,4,He was so happy to get off.,0.125,0.375,0.5
imagined,3,5,THe first thing he did was run around and lay in the grass in the sun.,0.25,0.5,0.75
imagined,3,6,He was so cute.,0.125,0.125,0.25
imagined,3,8,He did meet this one kid who wanted to hold him.,0.625,0.5,1.0
imagined,3,9,I asked his parents if it was okay and they said yes.,0.375,0.5,0.75
imagined,3,11,He dropped my baby turtle on the floor of that filthy airplane.,0.5,0.125,0.625
imagined,3,13,Once we got to the hotel I gave him a bath immediately.,0.375,0.375,0.75
imagined,3,14,He got so clean after that.,0.25,0.125,0.375
imagined,3,15,I was so mad at that little brat.,0.25,0.375,0.5
imagined,3,16,I don't know how brain dead you can be to drop a turtle but that was infuriating.,0.125,0.125,0.25
imagined,3,17,That is the last time I let a kid touch my pet turtle.,0.125,0.25,0.375
imagined,3,3,"Even in my senior photo, I've got a camera around my neck.",0.125,0.625,0.625
imagined,3,4,Becoming a professional photographer was a life long dream for me.,0.375,0.125,0.5
imagined,3,6,"When I got hired onto the newspaper, I was extatic.",0.625,0.25,0.875
imagined,3,7,But getting my first portrait published into a national magazine was a huge milestone.,0.75,0.375,1.0
imagined,3,9,Right there on the cover.,0.125,0.125,0.25
imagined,3,10,I could never have imagined it.,0.125,0.125,0.125
imagined,3,11,"But there it was, my picture on the cover of Time Magazine.",0.25,0.25,0.375
imagined,3,14,"The last three months since my picture appeared, I've been getting calls from all around the world.",0.375,0.5,0.75
imagined,3,0,"It happened 2  months ago, at the evening time on Wednesday.",0.5,0.25,0.625
imagined,3,1,I discovered i was having cold which i did not really take too serious.,0.5,0.375,0.75
imagined,3,2,This cold was not the normal cold the whether could have caused.,0.5,0.125,0.5
imagined,3,3,I skipped that day hoping the next day gonna be better.,0.375,0.375,0.75
imagined,3,4,On the next day i woke up strong and healthy.,0.625,0.125,0.75
imagined,3,6,"I endure this pain for many hours, Later that day i decided to go to the ER after worrying it could be very serious.",0.75,0.375,0.875
imagined,3,7,"I went straight to see our family doctor fortunately, I met him on a good condition, He attended to me.",0.125,0.375,0.5
imagined,3,8,I explained to him exactly how i was feeling and from my explanation he could figure out what could be happening.,0.125,0.25,0.25
imagined,3,9,I sense this could be a stroke and was given the all clear.,0.75,0.125,0.75
imagined,3,11,I left and started using this pills and a change begin to happen the next day.,0.375,0.5,0.75
imagined,3,12,I felt so clear that i will be fine as my body was responding to treatment.,0.375,0.375,0.75
imagined,3,13,though out the week i took this medication so serious and after all i became better.,0.25,0.25,0.375
imagined,3,14,I was so surprise been so getting better so quick because something similar to this happen to someone i know that took him many month to get recover from it.,0.375,0.125,0.5
imagined,3,15,but my was so surprise and feel happy that i could get fit back again.,0.25,0.25,0.5
imagined,2,0,My boyfriend and I have been together for several years now.,0.375,0.25,0.5
imagined,2,1,I thought he was going to ask me to marry him.,0.5,0.25,0.5
imagined,2,2,"Instead, about two months ago he told me that he fell out of love with me and that he thought we should separate.",0.875,0.25,0.875
imagined,2,3,I have been devastated.,0.375,0.375,0.75
imagined,2,4,My emotional roller coaster has been mostly down.,0.375,0.25,0.5
imagined,2,5,I have had thoughts of suicide.,0.875,0.25,1.0
imagined,2,6,"I know that killing myself over a guy is stupid, but they continue to come.",0.25,0.125,0.25
imagined,2,7,I don't have any support in my life.,0.375,0.25,0.625
imagined,2,8,My boyfriend was my entire support system.,0.375,0.125,0.375
imagined,2,9,My parents have been out of my life for several years.,0.625,0.25,0.625
imagined,2,10,I cannot turn to the since both of them are druggies on skid row.,0.625,0.5,0.875
imagined,2,11,I am just so sad and alone right now.,0.375,0.375,0.375
imagined,2,12,"I'm thinking to try to go to a support group, but just cannot figure out where to turn.",0.625,0.375,0.75
imagined,2,13,I'm glad that I do not own a gun because that would have made it too easy to do it.,0.375,0.375,0.5
imagined,3,0,"4 months ago i kept my baby boy seated on the floor of my living room, playing with his toys, i removed my eyes from him for about 2 minutes cause i need to reply tomy messages online.",0.125,0.25,0.375
imagined,3,1,after about 2 minute i had to lift my eyes to look at him to my greatest surprised he crawled away from where i kept him to a little space in front of him.,0.625,0.375,0.75
imagined,3,2,i was so amazed and surprised.,0.25,0.25,0.25
imagined,3,3,"when this happened some thought came to my mind, that my baby could now begin to crawl.",0.25,0.375,0.5
imagined,3,4,this means this reduced his reliance on me for carrying him around always.,0.5,0.125,0.5
imagined,3,5,"my baby will definitely entertain himself crawling on the floor, picking up his toys and from ther he will be able to stand holding something and before i know he will take his first step.",0.375,0.375,0.625
imagined,3,6,so i felt a great sigh of relief and i was so happy and proud of him.,0.125,0.25,0.375
imagined,3,8,"From straightforward assignments like sitting up or lifting their head to more progressed developments like rolling over, these small accomplishments are continuously inspiring.",0.125,0.375,0.5
imagined,3,9,But there’s nothing very like seeing your baby crawling for the primary time.,0.25,0.125,0.375
imagined,3,10,Many guardians are on edge to see their child crawl and closely screen their baby’s improvements.,0.375,0.25,0.375
imagined,3,11,"Of course, there’s completely nothing off-base with that!",0.25,0.25,0.375
imagined,3,12,"In any case, it’s vital to keep in mind that all babies are diverse and take after a distinctive advancement path.",0.125,0.125,0.125
imagined,3,13,Most babies begin to crawl somewhere between 6 and 10 months of age.,0.25,0.125,0.25
imagined,3,14,my baby started crawling at 8 months of age.,0.875,0.25,0.875
imagined,3,0,I went to my older brothers wedding a few months ago!,0.75,0.5,1.0
imagined,3,1,I never thought he'd actually get married--he didn't seem the type to be interested.,0.75,0.25,0.875
imagined,3,3,"I don't even think he really cares about this kind of thing, it's all for show.",0.375,0.125,0.5
imagined,3,4,"He's very wealthy, so everything looks straight out of Gatsby in the venue.",0.75,0.375,0.75
imagined,3,5,"It's beautiful, and I feel a bit of jealousy.",0.625,0.25,0.75
imagined,3,6,But it's my brother!,0.125,0.375,0.5
imagined,3,7,"I love him, and I'm his best man!",0.25,0.25,0.375
imagined,3,8,"I helped him organize everything, got a wedding planner and all of that.",0.625,0.875,1.0
imagined,3,10,"The rest is a little bit hazy, I drank a little too much at the start, so the rest was a blur.",0.625,0.5,0.875
imagined,3,11,"Apparently I didn't screw anything up, though, so I guess I wasn't as messed up as a I felt.",0.25,0.25,0.5
imagined,3,12,"We ended up going to dinner after, his wife was so happy.",0.5,0.5,0.875
imagined,3,13,"They announced they would be departing for their honeymoon within the next week, and that his wife was actually pregnant.",0.625,0.375,0.875
imagined,3,14,"I was shocked, but that explained a lot in regards to the fact he actually agreed to get married.",0.375,0.5,0.625
imagined,3,15,"I was happy, but a little disappointed in him.",0.375,0.25,0.5
imagined,1,0,"Dear Diary, I am stressed out over Auntie's diagnosis.",0.875,0.125,0.875
imagined,1,1,Who took me by surprise was the stroke she had during treatment.,0.75,0.125,0.875
imagined,1,2,I could not believe that I had deal with this at this time.,0.25,0.25,0.25
imagined,1,6,I am completely mentally and emotionally drained of the situation.,0.125,0.25,0.375
imagined,1,7,I thought I would have a grip.,0.125,0.125,0.125
imagined,1,8,i was wrong.,0.25,0.125,0.25
imagined,1,12,Now to cement this made this even more worst than it really was.,0.125,0.125,0.125
imagined,1,14,I am going to go cry now.,0.25,0.25,0.375
imagined,3,0,"The day that I found out I was pregnant, my husband and I were ecstatic.",1.0,0.125,1.0
imagined,3,1,We were so excited for our son to have a sibling.,0.125,0.25,0.25
imagined,3,2,"However, when we told our son the news he was not happy about it.",0.625,0.25,0.875
imagined,3,3,We found out I was pregnant with a girl and we thought it might make it feel more real for our son knowing he would have a little sister.,0.25,0.125,0.375
imagined,3,4,"Despite our reassurances that we would still love him just the same, he was still upset about it.",0.25,0.25,0.5
imagined,3,6,"But as it got closer to my delivery date, he was still saying that he didn't want a sibling.",0.25,0.25,0.5
imagined,3,7,I was put on bed rest for the last couple weeks of my pregnancy.,0.375,0.25,0.625
imagined,3,8,One day my water broke and we were off to the hospital.,0.75,0.5,0.875
imagined,3,10,"It was a really scary experience, but my daughter was born healthy.",0.25,0.375,0.375
imagined,3,11,"When we brought our son in to meet his new little sister, he had a scowl on his face.",0.375,0.5,0.75
imagined,3,13,"Eventually, he was won over by how cute she was.",0.375,0.375,0.75
imagined,3,14,"Now that my daughter is 3 years old, her brother loves her so much.",0.375,0.25,0.5
imagined,3,15,He is super protective over her and it's a huge relief that they like each other now.,0.125,0.25,0.25
imagined,2,0,About 3 months ago I was in California working on a project for a new building.,0.875,0.5,0.875
imagined,2,1,It was going to be the project that sent me into mega bucks.,0.375,0.125,0.375
imagined,2,2,I am sitting at my desk staring at a blank screen because my ideas had ran out for new buildings weeks ago and I was drawing a blank.,0.5,0.25,0.625
imagined,2,3,My cell rings and it's my mother.,0.75,0.375,1.0
imagined,2,4,I can't stand her but I need the break so I answer.,0.25,0.25,0.375
imagined,2,5,She tells me my grandfather has passed away and I need to come home.,0.875,0.125,0.875
imagined,2,6,I clearly couldn't leave in the middle of this project.,0.375,0.125,0.375
imagined,2,7,It was my job or my grandfathers funeral.,0.5,0.125,0.625
imagined,2,8,"I wanted to tell that boss where to shove it, but I stayed.",0.5,0.375,0.75
imagined,2,9,It was the worst decision I have ever made.,0.5,0.25,0.5
imagined,2,10,"Yes, I kept my job, but at what cost.",0.25,0.125,0.25
imagined,2,11,My family refuses to talk to me.,0.625,0.5,0.875
imagined,2,12,My grandfather is dead.,0.375,0.25,0.5
imagined,2,13,I am here alone with my money.,0.375,0.25,0.375
imagined,2,14,I want to kill myself.,0.625,0.25,0.75
imagined,2,0,I had wanted to go on vacation for a while.,0.25,0.375,0.5
imagined,2,1,It had been quite a bit of time since I had gone anywhere.,0.125,0.375,0.375
imagined,2,2,I ended up trying to decide where I wanted to go.,0.5,0.5,0.5
imagined,2,3,Colorado sounded nice.,0.125,0.25,0.25
imagined,2,4,I had never been there before.,0.125,0.375,0.375
imagined,2,5,I booked a trip to Rocky Mountain National Park.,0.75,0.5,1.0
imagined,2,6,It was a quick plane flight there but the drive to the actual park took quite a while.,0.625,0.375,0.75
imagined,2,7,When I got there I couldn't believe how beautiful it was.,0.25,0.375,0.5
imagined,2,9,So many beautiful sights to see.,0.25,0.375,0.375
imagined,2,10,After spending sometime there I decided to go white water rafting.,0.625,0.125,0.75
imagined,2,12,"We headed over to the nearby town of Idaho Spring, Colorado.",0.25,0.625,0.875
imagined,2,13,It is a great place.,0.125,0.125,0.25
imagined,2,14,I loved riding the rapids there.,0.25,0.125,0.375
imagined,1,0,About one week ago I took m;y oldest child to college.,0.875,0.75,1.0
imagined,1,1,"It was a very emotional time for me, but no so much for my kid!",0.25,0.125,0.375
imagined,1,2,"I did cry, of course.",0.125,0.625,0.75
imagined,1,3,My baby is growning into an adult.,0.125,0.25,0.375
imagined,1,5,It is a time of letting your child go out into the world.,0.125,0.125,0.25
imagined,1,6,I will try to stay positive.,0.125,0.125,0.25
imagined,1,7,I have reached out to other parents for support.,0.5,0.25,0.75
imagined,1,9,"I told my son to keep in touch with me as much as possible, and I worry that he won't contact me as much as I want!",0.25,0.25,0.5
imagined,1,10,I realize that he is an adult now so it is just something that I have to accept.,0.125,0.125,0.125
imagined,1,11,I will never forget the long hug we shared as I was leaving.,0.125,0.5,0.5
imagined,1,12,That will always be a precious memory in my mind.,0.125,0.25,0.375
imagined,1,15,My son will be fine!,0.125,0.125,0.125
imagined,1,2,And the IRS can take almost all income you get.,0.125,0.125,0.25
imagined,1,4,I had previous years that I didn't declare too.,0.125,0.25,0.25
imagined,1,5,But going back over the forms and figured it out.,0.25,0.125,0.25
imagined,1,6,I paid the back-taxes.,0.375,0.625,0.875
imagined,1,8,I was able to do it in installments.,0.25,0.5,0.625
imagined,1,11,It helped me so I could actually repay the taxes.,0.125,0.125,0.125
imagined,1,13,I should have known that the patreon income would be taxed.,0.125,0.125,0.125
imagined,1,0,Three months ago I discovered that I'm pregnant.,0.875,0.125,1.0
imagined,1,1,It's really hard to believe.,0.125,0.125,0.25
imagined,1,3,"I mean, they're just so sticky and smelly and...they just seem like work.",0.375,0.25,0.375
imagined,1,5,"Maybe I'm ready for my life to mean something more than...to be about something more than just me, just getting through, just going from one moment to the next.",0.25,0.125,0.25
imagined,1,6,I keep thinking about the future.,0.625,0.375,0.75
imagined,1,7,"What it looks like, what's going to happen after I'm gone.",0.125,0.25,0.375
imagined,1,8,"I never really thought much about it before, never really thought about the past either for that matter.",0.25,0.125,0.25
imagined,1,10,I think about the baby inside me.,0.125,0.625,0.625
imagined,1,11,Who are they going to be?,0.25,0.25,0.375
imagined,1,12,Where are they going to end up?,0.25,0.125,0.25
imagined,1,13,How will they change the world.,0.25,0.375,0.5
imagined,1,14,"I keep think too about the past, all the people before me who were once children, were once babies growing inside someone's stomach.",0.25,0.25,0.5
imagined,1,15,"It makes me dizzy, like looking up at the stars from the top of the mountain--how they just keep going and going.",0.25,0.125,0.25
imagined,1,16,"It scares me too, makes me afraid for this little life I'm going to bring into the world.",0.375,0.25,0.5
imagined,1,17,How can I keep them safe?,0.25,0.25,0.375
imagined,1,18,"But I'm excited, I'm determined, to make the most of this gift.",0.25,0.25,0.375
imagined,2,0,A family member needed help doing a birthday party.,0.625,0.5,0.75
imagined,2,1,I ended up helping.,0.25,0.25,0.375
imagined,2,3,"Mainly, the help needed was to just put up all the decor.",0.125,0.375,0.375
imagined,2,8,"When the cake was brought out, everyone noticed the crazy candles and how the flame was quite big.",0.5,0.5,0.875
imagined,2,9,The candles needed to be blown out quickly so they wouldn't burn the cake.,0.125,0.375,0.5
imagined,3,0,I was at starbucks yesterday morning.,0.375,0.75,0.875
imagined,3,3,I told the staff to watch out he may be using in the bathroom.,0.375,0.25,0.625
imagined,3,4,It turned out to be true and he overdosed.,0.875,0.25,1.0
imagined,3,5,"After about 30 minutes of waiting for him to emerge, they finally called the police.",0.25,0.5,0.625
imagined,3,6,He was out in the bathroom stall but still breathing.,0.25,0.375,0.5
imagined,3,7,I actually know the guy kinda which is weird well I have seen him a few times.,0.25,0.125,0.375
imagined,3,8,They were able to bring him back to life.,0.625,0.125,0.75
imagined,3,9,He was taken to treatment hopefully he sticks with it but it is very doubtful.,0.375,0.375,0.75
imagined,3,10,It is one of the problems with liberal cities.,0.25,0.25,0.375
imagined,3,11,They totally allow people to use drugs anywhere and sometimes even help them inject in some cities.,0.375,0.125,0.375
imagined,3,12,In every bathroom in portland there is a used needle trash can.,0.25,0.25,0.5
imagined,3,14,I hope that guy is ok and figures things out but that is doubtful he will be dead in a year at the rate he is going.,0.125,0.125,0.25
imagined,2,0,"The last month has been pretty wild, but I'm finally starting to settle in.",0.5,0.125,0.5
imagined,2,1,"Moving away from my hometown was a crazy change, and it's hard to believe I actually went through with it.",0.375,0.25,0.5
imagined,2,3,Ultimately though I was just too bored in my hometown.,0.25,0.375,0.5
imagined,2,4,Seeing the same friends at the same places while drinking and eating the same things just grows so tiresome.,0.25,0.375,0.625
imagined,2,6,"It was my snoozefest of a desk job that forced me to pack up and head across the country for a new life, but the dull familiarity of the area was a big reason too.",0.375,0.25,0.5
imagined,2,7,I needed a change in the worst way.,0.125,0.125,0.25
imagined,2,9,Even if that change means starting at the bottom at a new job and living in a tiny apartment.,0.5,0.5,0.625
imagined,2,10,"But it's new and it's fresh, and that's the significant part.",0.375,0.375,0.625
imagined,2,11,"I have a whole new area to explore here out west, and the weather here makes back home feel like Russia.",0.25,0.25,0.375
imagined,2,12,I know some of my friends are already thinking about coming to visit for a weekend or so.,0.25,0.5,0.75
imagined,2,13,"In a way I don't want them out here, but I would certainly like to see them eventually.",0.125,0.375,0.375
imagined,2,14,"This new life has the potential to really let me grow in ways that I never could back home, so I'm just pumped about getting to blaze my own trail at this point in my life.",0.375,0.25,0.375
imagined,2,0,I attended a friends wedding today.,0.875,0.75,1.0
imagined,2,1,"She had been involved with her fiance for quite a while, and I always knew they should be together.",0.25,0.375,0.375
imagined,2,2,It went well and was very cute.,0.125,0.25,0.375
imagined,2,3,They both liked the same colors and everything was beautiful.,0.125,0.25,0.375
imagined,2,4,All her friends from the past were part of the ceremony and it was quite uplifting.,0.25,0.125,0.25
imagined,2,5,I was glad they shortened the ceremony a bit.,0.5,0.125,0.5
imagined,2,6,They had original plans to do a lot more and spend more time on ceremony type things.,0.25,0.25,0.375
imagined,2,7,But in the end they just focused on things they both liked and what they knew the guests would like also.,0.5,0.125,0.5
imagined,2,8,So the main focus was on food and games.,0.375,0.25,0.5
imagined,2,10,They had so much food to choose from.,0.375,0.375,0.75
imagined,2,11,It was quite entertaining the different choices they had.,0.25,0.125,0.375
imagined,2,12,So much variety in foods.,0.125,0.125,0.25
imagined,3,0,It went really well and you could tell the low income people were really happy here.,0.5714285714285714,0.1428571428571428,0.5714285714285714
imagined,3,1,A lot of them were just really intrigued by the whole process of growing a garden.,0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,3,3,"I think its nice to come together with people who you assume are different than you are, and realize that no, its not that way at all.",0.2857142857142857,0.2857142857142857,0.4285714285714285
imagined,3,4,You also find out you like similar things.,0.1428571428571428,0.2857142857142857,0.4285714285714285
imagined,3,5,"They are low income people, and I even hate that term now, they are just people to me now, and I am just glad we were able to help them.",0.2857142857142857,0.1428571428571428,0.4285714285714285
imagined,3,6,I think it was just something that needed to happen for me to wake up a little bit.,0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,3,7,"Now I really want to do as much as I can to help people, either similar to me or just not in a good spot, like I am for now.",0.5714285714285714,0.1428571428571428,0.7142857142857143
imagined,3,8,"This also let me know that I might not always be in good spot, and that there are people out there who could and want to help me.",0.2857142857142857,0.1428571428571428,0.4285714285714285
imagined,3,9,"Besides the important thing of helping people who needed it, the whole garden part about it was really nice as well.",0.4285714285714285,0.2857142857142857,0.5714285714285714
imagined,3,12,I think that is a hobby when it comes to gardening that is something I am going to look into.,0.4285714285714285,0.5714285714285714,0.7142857142857143
imagined,3,13,"It made those people happy, and it did me as well.",0.2857142857142857,0.4285714285714285,0.5714285714285714
imagined,3,14,This was something that I am just glad I got to experience with people who really ended up making me happy in the end as well.,0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,3,15,I look forward to helping more when I can.,0.4285714285714285,0.1428571428571428,0.4285714285714285
imagined,1,0,Three months ago a trail of events happened that was really awful for me and my family.,0.625,0.125,0.625
imagined,1,2,The she had to go to rehab to be able to function better but instead of getting better she had to go to a nursing home.,0.875,0.5,0.875
imagined,1,3,The doctors really didn't think she could live safely at home.,0.25,0.25,0.5
imagined,1,4,Shortly after she died in the nursing home.,0.875,0.375,1.0
imagined,1,5,It was the day we got the whole family together to visit her.,0.375,0.625,0.75
imagined,1,6,I am really devastated about this all happening so fast.,0.25,0.375,0.375
imagined,1,7,I still feel like I should be able to contact her anytime.,0.125,0.375,0.375
imagined,1,8,I sometimes wonder if I just speak into the sky if she will hear me.,0.125,0.25,0.375
imagined,1,10,I have never believed in that stuff.,0.125,0.25,0.25
imagined,1,11,My family has been really supportive of one another.,0.375,0.75,0.875
imagined,1,13,I am happy I have my boyfriend and my son to help me keep my mind off of it.,0.125,0.25,0.375
imagined,1,14,I just don't know if I will ever stop grieving.,0.25,0.625,0.625
imagined,2,0,I went to my cousin's wedding last Sunday and had a really good time.,0.875,0.25,1.0
imagined,2,1,All the family was there some of which I hadn't seen  in a really long time.,0.25,0.375,0.5
imagined,2,2,It was great catching up on all the family news and drama.,0.125,0.25,0.375
imagined,2,3,Everybody was in a good mood and were having fun.,0.125,0.25,0.375
imagined,2,4,After the wedding we all headed to the reception to enjoy some good food and entertainment.,0.375,0.5,0.75
imagined,2,5,My cousin however wasn't so happy when the caterers brought the food and cake out.,0.5,0.125,0.625
